Year, Latitude, Tilt Angle, Azimuth Angle
2018 ,28.58 ,10 ,-51

n, Time, Hour Angle, Declination, cosQ, cosQz, Ib, Id, Ig, F, It
1 ,5 : 0 ,105 ,-0.401629 ,-0.485103 ,-0.396204 ,-679.797 ,176.725 ,-503.072 ,0.876595 ,-636.78
1 ,5 : 15 ,101.25 ,-0.401629 ,-0.433155 ,-0.344694 ,-623.721 ,186.378 ,-437.343 ,0.818389 ,-582.422
1 ,5 : 30 ,97.5 ,-0.401629 ,-0.37998 ,-0.292509 ,-569.363 ,200.488 ,-368.876 ,0.704597 ,-528.567
1 ,5 : 45 ,93.75 ,-0.401629 ,-0.325806 ,-0.239872 ,-519.001 ,222.857 ,-296.144 ,0.433699 ,-476.987
1 ,6 : 0 ,90 ,-0.401629 ,-0.270864 ,-0.187008 ,-477.764 ,263.142 ,-214.622 ,-0.503246 ,-433.245
1 ,6 : 15 ,86.25 ,-0.401629 ,-0.215391 ,-0.134145 ,-461.282 ,354.185 ,-107.097 ,-9.93712 ,-448.109
1 ,6 : 30 ,82.5 ,-0.401629 ,-0.159623 ,-0.0815077 ,-552.571 ,698.276 ,145.704 ,-21.9672 ,-484.76
1 ,6 : 45 ,78.75 ,-0.401629 ,-0.1038 ,-0.0293224 ,-4319.71 ,15173.7 ,10854 ,-0.954358 ,-130.255
1 ,7 : 0 ,75 ,-0.401629 ,-0.04816 ,0.0221877 ,0.0463581 ,0.215204 ,0.261562 ,0.323058 ,0.114615
1 ,7 : 15 ,71.25 ,-0.401629 ,0.00705804 ,0.072802 ,12.616 ,17.8491 ,30.4652 ,0.656737 ,19.1339
1 ,7 : 30 ,67.5 ,-0.401629 ,0.0616177 ,0.122304 ,46.4151 ,39.0892 ,85.5043 ,0.791004 ,62.9258
1 ,7 : 45 ,63.75 ,-0.401629 ,0.115286 ,0.170481 ,89.6163 ,54.1438 ,143.76 ,0.858153 ,116.038
1 ,8 : 0 ,60 ,-0.401629 ,0.167832 ,0.217127 ,136.33 ,64.6719 ,201.002 ,0.896479 ,172.593
1 ,8 : 15 ,56.25 ,-0.401629 ,0.219032 ,0.262043 ,183.904 ,72.2864 ,256.191 ,0.920387 ,230.111
1 ,8 : 30 ,52.5 ,-0.401629 ,0.268665 ,0.305036 ,230.944 ,77.9818 ,308.926 ,0.93628 ,287.257
1 ,8 : 45 ,48.75 ,-0.401629 ,0.31652 ,0.345922 ,276.606 ,82.3608 ,358.966 ,0.947358 ,343.168
1 ,9 : 0 ,45 ,-0.401629 ,0.362392 ,0.384526 ,320.317 ,85.801 ,406.118 ,0.955365 ,397.215
1 ,9 : 15 ,41.25 ,-0.401629 ,0.406084 ,0.420682 ,361.656 ,88.5481 ,450.204 ,0.961315 ,448.903
1 ,9 : 30 ,37.5 ,-0.401629 ,0.447409 ,0.454236 ,400.291 ,90.7678 ,491.059 ,0.965834 ,497.833
1 ,9 : 45 ,33.75 ,-0.401629 ,0.48619 ,0.485044 ,435.952 ,92.5752 ,528.527 ,0.96932 ,543.676
1 ,10 : 0 ,30 ,-0.401629 ,0.522262 ,0.512975 ,468.411 ,94.0521 ,562.463 ,0.972039 ,586.16
1 ,10 : 15 ,26.25 ,-0.401629 ,0.555469 ,0.537908 ,497.476 ,95.258 ,592.734 ,0.974172 ,625.061
1 ,10 : 30 ,22.5 ,-0.401629 ,0.585669 ,0.559737 ,522.983 ,96.2368 ,619.22 ,0.975846 ,660.192
1 ,10 : 45 ,18.75 ,-0.401629 ,0.612733 ,0.578368 ,544.794 ,97.0209 ,641.815 ,0.977149 ,691.402
1 ,11 : 0 ,15 ,-0.401629 ,0.636546 ,0.593721 ,562.793 ,97.6345 ,660.427 ,0.978145 ,718.561
1 ,11 : 15 ,11.25 ,-0.401629 ,0.657005 ,0.605732 ,576.888 ,98.0953 ,674.983 ,0.978879 ,741.562
1 ,11 : 30 ,7.5 ,-0.401629 ,0.674022 ,0.614348 ,587.007 ,98.4161 ,685.423 ,0.979383 ,760.312
1 ,11 : 45 ,3.75 ,-0.401629 ,0.687525 ,0.619532 ,593.098 ,98.6053 ,691.703 ,0.979678 ,774.73
1 ,12 : 0 ,0 ,-0.401629 ,0.697456 ,0.621262 ,595.132 ,98.6678 ,693.8 ,0.979775 ,784.742
1 ,12 : 15 ,-3.75 ,-0.401629 ,0.703773 ,0.619532 ,593.098 ,98.6053 ,691.703 ,0.979678 ,790.284
1 ,12 : 30 ,-7.5 ,-0.401629 ,0.706448 ,0.614348 ,587.007 ,98.4161 ,685.423 ,0.979383 ,791.294
1 ,12 : 45 ,-11.25 ,-0.401629 ,0.70547 ,0.605732 ,576.888 ,98.0953 ,674.983 ,0.978879 ,787.719
1 ,13 : 0 ,-15 ,-0.401629 ,0.700842 ,0.593721 ,562.793 ,97.6345 ,660.427 ,0.978145 ,779.508
1 ,13 : 15 ,-18.75 ,-0.401629 ,0.692586 ,0.578368 ,544.794 ,97.0209 ,641.815 ,0.977149 ,766.619
1 ,13 : 30 ,-22.5 ,-0.401629 ,0.680736 ,0.559737 ,522.983 ,96.2368 ,619.22 ,0.975846 ,749.017
1 ,13 : 45 ,-26.25 ,-0.401629 ,0.665343 ,0.537908 ,497.476 ,95.258 ,592.734 ,0.974172 ,726.676
1 ,14 : 0 ,-30 ,-0.401629 ,0.646473 ,0.512975 ,468.411 ,94.0521 ,562.463 ,0.972039 ,699.58
1 ,14 : 15 ,-33.75 ,-0.401629 ,0.624206 ,0.485044 ,435.952 ,92.5752 ,528.527 ,0.96932 ,667.723
1 ,14 : 30 ,-37.5 ,-0.401629 ,0.598639 ,0.454236 ,400.291 ,90.7678 ,491.059 ,0.965834 ,631.103
1 ,14 : 45 ,-41.25 ,-0.401629 ,0.56988 ,0.420682 ,361.656 ,88.5481 ,450.204 ,0.961315 ,589.717
1 ,15 : 0 ,-45 ,-0.401629 ,0.538053 ,0.384526 ,320.317 ,85.801 ,406.118 ,0.955365 ,543.544
1 ,15 : 15 ,-48.75 ,-0.401629 ,0.503294 ,0.345922 ,276.606 ,82.3608 ,358.966 ,0.947358 ,492.516
1 ,15 : 30 ,-52.5 ,-0.401629 ,0.465752 ,0.305036 ,230.944 ,77.9818 ,308.926 ,0.93628 ,436.472
1 ,15 : 45 ,-56.25 ,-0.401629 ,0.425587 ,0.262043 ,183.904 ,72.2864 ,256.191 ,0.920387 ,375.074
1 ,16 : 0 ,-60 ,-0.401629 ,0.382972 ,0.217127 ,136.33 ,64.6719 ,201.002 ,0.896479 ,307.676
1 ,16 : 15 ,-63.75 ,-0.401629 ,0.338089 ,0.170481 ,89.6163 ,54.1438 ,143.76 ,0.858153 ,233.158
1 ,16 : 30 ,-67.5 ,-0.401629 ,0.29113 ,0.122304 ,46.4151 ,39.0892 ,85.5043 ,0.791004 ,150.027
1 ,16 : 45 ,-71.25 ,-0.401629 ,0.242297 ,0.072802 ,12.616 ,17.8491 ,30.4652 ,0.656737 ,59.8989
1 ,17 : 0 ,-75 ,-0.401629 ,0.191798 ,0.0221877 ,0.0463581 ,0.215204 ,0.261562 ,0.323058 ,0.615973
1 ,17 : 15 ,-78.75 ,-0.401629 ,0.139849 ,-0.0293224 ,-4319.71 ,15173.7 ,10854 ,-0.954358 ,35763.5
1 ,17 : 30 ,-82.5 ,-0.401629 ,0.0866741 ,-0.0815077 ,-552.571 ,698.276 ,145.704 ,-21.9672 ,1184.98
1 ,17 : 45 ,-86.25 ,-0.401629 ,0.0324998 ,-0.134145 ,-461.282 ,354.185 ,-107.097 ,-9.93712 ,404.309
2 ,5 : 0 ,105 ,-0.400214 ,-0.484818 ,-0.395706 ,-679.247 ,176.804 ,-502.443 ,0.876175 ,-636.617
2 ,5 : 15 ,101.25 ,-0.400214 ,-0.432838 ,-0.344165 ,-623.155 ,186.495 ,-436.661 ,0.817592 ,-582.265
2 ,5 : 30 ,97.5 ,-0.400214 ,-0.379631 ,-0.291949 ,-568.799 ,200.673 ,-368.126 ,0.702843 ,-528.438
2 ,5 : 45 ,93.75 ,-0.400214 ,-0.325424 ,-0.23928 ,-518.474 ,223.181 ,-295.293 ,0.428772 ,-476.935
2 ,6 : 0 ,90 ,-0.400214 ,-0.27045 ,-0.186385 ,-477.374 ,263.806 ,-213.568 ,-0.525806 ,-433.446
2 ,6 : 15 ,86.25 ,-0.400214 ,-0.214943 ,-0.13349 ,-461.403 ,356.016 ,-105.387 ,-10.4122 ,-451.225
2 ,6 : 30 ,82.5 ,-0.400214 ,-0.159142 ,-0.080821 ,-556.029 ,708.615 ,152.586 ,-20.5671 ,-480.51
2 ,6 : 45 ,78.75 ,-0.400214 ,-0.103285 ,-0.0286044 ,-4754.53 ,17120.3 ,12365.8 ,-0.916816 ,-60.2307
2 ,7 : 0 ,75 ,-0.400214 ,-0.047612 ,0.0229366 ,0.0589736 ,0.264829 ,0.323803 ,0.331085 ,0.142457
2 ,7 : 15 ,71.25 ,-0.400214 ,0.0076391 ,0.0735812 ,13.0153 ,18.219 ,31.2344 ,0.65976 ,19.6348
2 ,7 : 30 ,67.5 ,-0.400214 ,0.0622315 ,0.123113 ,47.0774 ,39.3865 ,86.4639 ,0.792497 ,63.6458
2 ,7 : 45 ,63.75 ,-0.400214 ,0.115932 ,0.171319 ,90.4218 ,54.3633 ,144.785 ,0.859018 ,116.863
2 ,8 : 0 ,60 ,-0.400214 ,0.16851 ,0.217993 ,137.228 ,64.8389 ,202.067 ,0.897037 ,173.486
2 ,8 : 15 ,56.25 ,-0.400214 ,0.21974 ,0.262936 ,184.868 ,72.4186 ,257.287 ,0.920775 ,231.056
2 ,8 : 30 ,52.5 ,-0.400214 ,0.269403 ,0.305955 ,231.961 ,78.0901 ,310.051 ,0.936566 ,288.248
2 ,8 : 45 ,48.75 ,-0.400214 ,0.317287 ,0.346865 ,277.667 ,82.4521 ,360.12 ,0.947578 ,344.198
2 ,9 : 0 ,45 ,-0.400214 ,0.363186 ,0.385492 ,321.417 ,85.8799 ,407.297 ,0.955541 ,398.279
2 ,9 : 15 ,41.25 ,-0.400214 ,0.406905 ,0.42167 ,362.79 ,88.6177 ,451.408 ,0.961461 ,449.999
2 ,9 : 30 ,37.5 ,-0.400214 ,0.448255 ,0.455244 ,401.456 ,90.8302 ,492.286 ,0.965957 ,498.957
2 ,9 : 45 ,33.75 ,-0.400214 ,0.487059 ,0.486071 ,437.143 ,92.632 ,529.775 ,0.969427 ,544.825
2 ,10 : 0 ,30 ,-0.400214 ,0.523152 ,0.514018 ,469.626 ,94.1046 ,563.73 ,0.972134 ,587.331
2 ,10 : 15 ,26.25 ,-0.400214 ,0.556379 ,0.538966 ,498.711 ,95.3071 ,594.018 ,0.974258 ,626.251
2 ,10 : 30 ,22.5 ,-0.400214 ,0.586597 ,0.560808 ,524.236 ,96.2831 ,620.519 ,0.975924 ,661.4
2 ,10 : 45 ,18.75 ,-0.400214 ,0.613678 ,0.57945 ,546.062 ,97.0651 ,643.127 ,0.977221 ,692.624
2 ,11 : 0 ,15 ,-0.400214 ,0.637505 ,0.594813 ,564.074 ,97.677 ,661.751 ,0.978213 ,719.797
2 ,11 : 15 ,11.25 ,-0.400214 ,0.657976 ,0.606831 ,578.178 ,98.1367 ,676.315 ,0.978945 ,742.809
2 ,11 : 30 ,7.5 ,-0.400214 ,0.675004 ,0.615452 ,588.304 ,98.4566 ,686.761 ,0.979447 ,761.57
2 ,11 : 45 ,3.75 ,-0.400214 ,0.688515 ,0.620639 ,594.4 ,98.6453 ,693.045 ,0.97974 ,775.997
2 ,12 : 0 ,0 ,-0.400214 ,0.698452 ,0.622371 ,596.435 ,98.7077 ,695.143 ,0.979837 ,786.018
2 ,12 : 15 ,-3.75 ,-0.400214 ,0.704772 ,0.620639 ,594.4 ,98.6453 ,693.045 ,0.97974 ,791.567
2 ,12 : 30 ,-7.5 ,-0.400214 ,0.707449 ,0.615452 ,588.304 ,98.4566 ,686.761 ,0.979447 ,792.584
2 ,12 : 45 ,-11.25 ,-0.400214 ,0.70647 ,0.606831 ,578.178 ,98.1367 ,676.315 ,0.978945 ,789.014
2 ,13 : 0 ,-15 ,-0.400214 ,0.70184 ,0.594813 ,564.074 ,97.677 ,661.751 ,0.978213 ,780.807
2 ,13 : 15 ,-18.75 ,-0.400214 ,0.693579 ,0.57945 ,546.062 ,97.0651 ,643.127 ,0.977221 ,767.921
2 ,13 : 30 ,-22.5 ,-0.400214 ,0.681721 ,0.560808 ,524.236 ,96.2831 ,620.519 ,0.975924 ,750.32
2 ,13 : 45 ,-26.25 ,-0.400214 ,0.666319 ,0.538966 ,498.711 ,95.3071 ,594.018 ,0.974258 ,727.98
2 ,14 : 0 ,-30 ,-0.400214 ,0.647438 ,0.514018 ,469.626 ,94.1046 ,563.73 ,0.972134 ,700.883
2 ,14 : 15 ,-33.75 ,-0.400214 ,0.625158 ,0.486071 ,437.143 ,92.632 ,529.775 ,0.969427 ,669.022
2 ,14 : 30 ,-37.5 ,-0.400214 ,0.599575 ,0.455244 ,401.456 ,90.8302 ,492.286 ,0.965957 ,632.398
2 ,14 : 45 ,-41.25 ,-0.400214 ,0.570799 ,0.42167 ,362.79 ,88.6177 ,451.408 ,0.961461 ,591.008
2 ,15 : 0 ,-45 ,-0.400214 ,0.538953 ,0.385492 ,321.417 ,85.8799 ,407.297 ,0.955541 ,544.831
2 ,15 : 15 ,-48.75 ,-0.400214 ,0.504173 ,0.346865 ,277.667 ,82.4521 ,360.12 ,0.947578 ,493.801
2 ,15 : 30 ,-52.5 ,-0.400214 ,0.466608 ,0.305955 ,231.961 ,78.0901 ,310.051 ,0.936566 ,437.76
2 ,15 : 45 ,-56.25 ,-0.400214 ,0.426419 ,0.262936 ,184.868 ,72.4186 ,257.287 ,0.920775 ,376.371
2 ,16 : 0 ,-60 ,-0.400214 ,0.383779 ,0.217993 ,137.228 ,64.8389 ,202.067 ,0.897037 ,308.999
2 ,16 : 15 ,-63.75 ,-0.400214 ,0.338869 ,0.171319 ,90.4218 ,54.3633 ,144.785 ,0.859018 ,234.528
2 ,16 : 30 ,-67.5 ,-0.400214 ,0.291882 ,0.123113 ,47.0774 ,39.3865 ,86.4639 ,0.792497 ,151.462
2 ,16 : 45 ,-71.25 ,-0.400214 ,0.243019 ,0.0735812 ,13.0153 ,18.219 ,31.2344 ,0.65976 ,61.2697
2 ,17 : 0 ,-75 ,-0.400214 ,0.19249 ,0.0229366 ,0.0589736 ,0.264829 ,0.323803 ,0.331085 ,0.759797
2 ,17 : 15 ,-78.75 ,-0.400214 ,0.14051 ,-0.0286044 ,-4754.53 ,17120.3 ,12365.8 ,-0.916816 ,40462.6
2 ,17 : 30 ,-82.5 ,-0.400214 ,0.087303 ,-0.080821 ,-556.029 ,708.615 ,152.586 ,-20.5671 ,1214.97
2 ,17 : 45 ,-86.25 ,-0.400214 ,0.0330962 ,-0.13349 ,-461.403 ,356.016 ,-105.387 ,-10.4122 ,406.115
3 ,5 : 0 ,105 ,-0.39868 ,-0.484507 ,-0.395166 ,-678.649 ,176.89 ,-501.76 ,0.875716 ,-636.441
3 ,5 : 15 ,101.25 ,-0.39868 ,-0.432494 ,-0.343592 ,-622.542 ,186.622 ,-435.92 ,0.816721 ,-582.095
3 ,5 : 30 ,97.5 ,-0.39868 ,-0.379252 ,-0.291341 ,-568.187 ,200.875 ,-367.312 ,0.700922 ,-528.298
3 ,5 : 45 ,93.75 ,-0.39868 ,-0.32501 ,-0.238638 ,-517.903 ,223.535 ,-294.368 ,0.423353 ,-476.88
3 ,6 : 0 ,90 ,-0.39868 ,-0.27 ,-0.185709 ,-476.954 ,264.534 ,-212.42 ,-0.55085 ,-433.672
3 ,6 : 15 ,86.25 ,-0.39868 ,-0.214458 ,-0.132779 ,-461.549 ,358.034 ,-103.515 ,-10.963 ,-454.812
3 ,6 : 30 ,82.5 ,-0.39868 ,-0.15862 ,-0.0800766 ,-559.915 ,720.201 ,160.286 ,-19.1891 ,-476.676
3 ,6 : 45 ,78.75 ,-0.39868 ,-0.102727 ,-0.0278262 ,-5308.84 ,19650.9 ,14342.1 ,-0.877334 ,38.6963
3 ,7 : 0 ,75 ,-0.39868 ,-0.0470181 ,0.0237482 ,0.0753357 ,0.326744 ,0.402079 ,0.339625 ,0.177652
3 ,7 : 15 ,71.25 ,-0.39868 ,0.00826884 ,0.0744257 ,13.454 ,18.6195 ,32.0735 ,0.662991 ,20.1821
3 ,7 : 30 ,67.5 ,-0.39868 ,0.0628967 ,0.123989 ,47.798 ,39.7067 ,87.5047 ,0.794096 ,64.427
3 ,7 : 45 ,63.75 ,-0.39868 ,0.116632 ,0.172226 ,91.2961 ,54.5996 ,145.896 ,0.859946 ,117.756
3 ,8 : 0 ,60 ,-0.39868 ,0.169243 ,0.218931 ,138.201 ,65.0189 ,203.219 ,0.897636 ,174.453
3 ,8 : 15 ,56.25 ,-0.39868 ,0.220507 ,0.263903 ,185.913 ,72.5611 ,258.474 ,0.921192 ,232.08
3 ,8 : 30 ,52.5 ,-0.39868 ,0.270203 ,0.306949 ,233.064 ,78.2068 ,311.27 ,0.936873 ,289.32
3 ,8 : 45 ,48.75 ,-0.39868 ,0.318117 ,0.347886 ,278.818 ,82.5506 ,361.368 ,0.947816 ,345.313
3 ,9 : 0 ,45 ,-0.39868 ,0.364046 ,0.386538 ,322.609 ,85.9649 ,408.574 ,0.955731 ,399.432
3 ,9 : 15 ,41.25 ,-0.39868 ,0.407793 ,0.42274 ,364.019 ,88.6927 ,452.711 ,0.961618 ,451.185
3 ,9 : 30 ,37.5 ,-0.39868 ,0.44917 ,0.456336 ,402.717 ,90.8975 ,493.614 ,0.96609 ,500.173
3 ,9 : 45 ,33.75 ,-0.39868 ,0.487999 ,0.487183 ,438.433 ,92.6933 ,531.126 ,0.969542 ,546.068
3 ,10 : 0 ,30 ,-0.39868 ,0.524116 ,0.515148 ,470.941 ,94.1612 ,565.102 ,0.972236 ,588.597
3 ,10 : 15 ,26.25 ,-0.39868 ,0.557364 ,0.540112 ,500.049 ,95.36 ,595.409 ,0.974349 ,627.538
3 ,10 : 30 ,22.5 ,-0.39868 ,0.587602 ,0.561968 ,525.593 ,96.3331 ,621.926 ,0.976008 ,662.705
3 ,10 : 45 ,18.75 ,-0.39868 ,0.6147 ,0.580622 ,547.436 ,97.1128 ,644.548 ,0.977299 ,693.946
3 ,11 : 0 ,15 ,-0.39868 ,0.638543 ,0.595995 ,565.461 ,97.723 ,663.184 ,0.978287 ,721.133
3 ,11 : 15 ,11.25 ,-0.39868 ,0.659027 ,0.608021 ,579.575 ,98.1813 ,677.757 ,0.979015 ,744.159
3 ,11 : 30 ,7.5 ,-0.39868 ,0.676066 ,0.616647 ,589.708 ,98.5003 ,688.209 ,0.979515 ,762.931
3 ,11 : 45 ,3.75 ,-0.39868 ,0.689586 ,0.621838 ,595.809 ,98.6885 ,694.497 ,0.979807 ,777.368
3 ,12 : 0 ,0 ,-0.39868 ,0.699529 ,0.623571 ,597.845 ,98.7507 ,696.596 ,0.979904 ,787.398
3 ,12 : 15 ,-3.75 ,-0.39868 ,0.705854 ,0.621838 ,595.809 ,98.6885 ,694.497 ,0.979807 ,792.955
3 ,12 : 30 ,-7.5 ,-0.39868 ,0.708532 ,0.616647 ,589.708 ,98.5003 ,688.209 ,0.979515 ,793.979
3 ,12 : 45 ,-11.25 ,-0.39868 ,0.707552 ,0.608021 ,579.575 ,98.1813 ,677.757 ,0.979015 ,790.414
3 ,13 : 0 ,-15 ,-0.39868 ,0.702919 ,0.595995 ,565.461 ,97.723 ,663.184 ,0.978287 ,782.212
3 ,13 : 15 ,-18.75 ,-0.39868 ,0.694653 ,0.580622 ,547.436 ,97.1128 ,644.548 ,0.977299 ,769.329
3 ,13 : 30 ,-22.5 ,-0.39868 ,0.682788 ,0.561968 ,525.593 ,96.3331 ,621.926 ,0.976008 ,751.73
3 ,13 : 45 ,-26.25 ,-0.39868 ,0.667376 ,0.540112 ,500.049 ,95.36 ,595.409 ,0.974349 ,729.39
3 ,14 : 0 ,-30 ,-0.39868 ,0.648482 ,0.515148 ,470.941 ,94.1612 ,565.102 ,0.972236 ,702.291
3 ,14 : 15 ,-33.75 ,-0.39868 ,0.626188 ,0.487183 ,438.433 ,92.6933 ,531.126 ,0.969542 ,670.428
3 ,14 : 30 ,-37.5 ,-0.39868 ,0.600588 ,0.456336 ,402.717 ,90.8975 ,493.614 ,0.96609 ,633.8
3 ,14 : 45 ,-41.25 ,-0.39868 ,0.571794 ,0.42274 ,364.019 ,88.6927 ,452.711 ,0.961618 ,592.405
3 ,15 : 0 ,-45 ,-0.39868 ,0.539927 ,0.386538 ,322.609 ,85.9649 ,408.574 ,0.955731 ,546.224
3 ,15 : 15 ,-48.75 ,-0.39868 ,0.505124 ,0.347886 ,278.818 ,82.5506 ,361.368 ,0.947816 ,495.192
3 ,15 : 30 ,-52.5 ,-0.39868 ,0.467535 ,0.306949 ,233.064 ,78.2068 ,311.27 ,0.936873 ,439.152
3 ,15 : 45 ,-56.25 ,-0.39868 ,0.42732 ,0.263903 ,185.913 ,72.5611 ,258.474 ,0.921192 ,377.776
3 ,16 : 0 ,-60 ,-0.39868 ,0.384652 ,0.218931 ,138.201 ,65.0189 ,203.219 ,0.897636 ,310.43
3 ,16 : 15 ,-63.75 ,-0.39868 ,0.339713 ,0.172226 ,91.2961 ,54.5996 ,145.896 ,0.859946 ,236.01
3 ,16 : 30 ,-67.5 ,-0.39868 ,0.292695 ,0.123989 ,47.798 ,39.7067 ,87.5047 ,0.794096 ,153.015
3 ,16 : 45 ,-71.25 ,-0.39868 ,0.243801 ,0.0744257 ,13.454 ,18.6195 ,32.0735 ,0.662991 ,62.7596
3 ,17 : 0 ,-75 ,-0.39868 ,0.193239 ,0.0237482 ,0.0753357 ,0.326744 ,0.402079 ,0.339625 ,0.939812
3 ,17 : 15 ,-78.75 ,-0.39868 ,0.141226 ,-0.0278262 ,-5308.84 ,19650.9 ,14342.1 ,-0.877334 ,46581.5
3 ,17 : 30 ,-82.5 ,-0.39868 ,0.0879844 ,-0.0800766 ,-559.915 ,720.201 ,160.286 ,-19.1891 ,1247.64
3 ,17 : 45 ,-86.25 ,-0.39868 ,0.0337424 ,-0.132779 ,-461.549 ,358.034 ,-103.515 ,-10.963 ,407.945
4 ,5 : 0 ,105 ,-0.397028 ,-0.484171 ,-0.394583 ,-678.005 ,176.983 ,-501.022 ,0.875218 ,-636.25
4 ,5 : 15 ,101.25 ,-0.397028 ,-0.432122 ,-0.342973 ,-621.881 ,186.761 ,-435.121 ,0.815774 ,-581.912
4 ,5 : 30 ,97.5 ,-0.397028 ,-0.378843 ,-0.290686 ,-567.528 ,201.095 ,-366.433 ,0.69883 ,-528.147
4 ,5 : 45 ,93.75 ,-0.397028 ,-0.324563 ,-0.237946 ,-517.29 ,223.919 ,-293.37 ,0.417426 ,-476.824
4 ,6 : 0 ,90 ,-0.397028 ,-0.269515 ,-0.18498 ,-476.506 ,265.326 ,-211.18 ,-0.578539 ,-433.925
4 ,6 : 15 ,86.25 ,-0.397028 ,-0.213934 ,-0.132014 ,-461.722 ,360.245 ,-101.477 ,-11.6025 ,-458.941
4 ,6 : 30 ,82.5 ,-0.397028 ,-0.158058 ,-0.0792746 ,-564.27 ,733.145 ,168.875 ,-17.8473 ,-473.352
4 ,6 : 45 ,78.75 ,-0.397028 ,-0.102126 ,-0.026988 ,-6026.56 ,23000.5 ,16973.9 ,-0.836156 ,181.154
4 ,7 : 0 ,75 ,-0.397028 ,-0.0463782 ,0.0246223 ,0.0964352 ,0.403408 ,0.499843 ,0.348639 ,0.221849
4 ,7 : 15 ,71.25 ,-0.397028 ,0.00894714 ,0.0753349 ,13.9334 ,19.0501 ,32.9836 ,0.666419 ,20.7764
4 ,7 : 30 ,67.5 ,-0.397028 ,0.0636129 ,0.124933 ,48.5773 ,40.0492 ,88.6265 ,0.795798 ,65.2695
4 ,7 : 45 ,63.75 ,-0.397028 ,0.117385 ,0.173204 ,92.2392 ,54.8524 ,147.092 ,0.860936 ,118.719
4 ,8 : 0 ,60 ,-0.397028 ,0.170034 ,0.219941 ,139.249 ,65.2114 ,204.46 ,0.898275 ,175.494
4 ,8 : 15 ,56.25 ,-0.397028 ,0.221333 ,0.264944 ,187.039 ,72.7135 ,259.752 ,0.921637 ,233.182
4 ,8 : 30 ,52.5 ,-0.397028 ,0.271063 ,0.30802 ,234.25 ,78.3318 ,312.582 ,0.937202 ,290.474
4 ,8 : 45 ,48.75 ,-0.397028 ,0.319011 ,0.348986 ,280.056 ,82.656 ,362.712 ,0.948069 ,346.512
4 ,9 : 0 ,45 ,-0.397028 ,0.364972 ,0.387664 ,323.892 ,86.0561 ,409.948 ,0.955934 ,400.672
4 ,9 : 15 ,41.25 ,-0.397028 ,0.408749 ,0.423891 ,365.341 ,88.7731 ,454.114 ,0.961785 ,452.461
4 ,9 : 30 ,37.5 ,-0.397028 ,0.450154 ,0.45751 ,404.074 ,90.9697 ,495.043 ,0.966232 ,501.482
4 ,9 : 45 ,33.75 ,-0.397028 ,0.489011 ,0.488379 ,439.821 ,92.7591 ,532.58 ,0.969665 ,547.405
4 ,10 : 0 ,30 ,-0.397028 ,0.525152 ,0.516363 ,472.356 ,94.2219 ,566.578 ,0.972344 ,589.96
4 ,10 : 15 ,26.25 ,-0.397028 ,0.558424 ,0.541345 ,501.489 ,95.4167 ,596.905 ,0.974447 ,628.923
4 ,10 : 30 ,22.5 ,-0.397028 ,0.588683 ,0.563216 ,527.053 ,96.3867 ,623.44 ,0.976097 ,664.11
4 ,10 : 45 ,18.75 ,-0.397028 ,0.6158 ,0.581883 ,548.913 ,97.1639 ,646.077 ,0.977383 ,695.368
4 ,11 : 0 ,15 ,-0.397028 ,0.639659 ,0.597267 ,566.952 ,97.7722 ,664.725 ,0.978365 ,722.57
4 ,11 : 15 ,11.25 ,-0.397028 ,0.660157 ,0.609301 ,581.078 ,98.2291 ,679.307 ,0.97909 ,745.61
4 ,11 : 30 ,7.5 ,-0.397028 ,0.677208 ,0.617933 ,591.219 ,98.5472 ,689.767 ,0.979588 ,764.394
4 ,11 : 45 ,3.75 ,-0.397028 ,0.690737 ,0.623128 ,597.324 ,98.7348 ,696.059 ,0.979879 ,778.842
4 ,12 : 0 ,0 ,-0.397028 ,0.700688 ,0.624861 ,599.363 ,98.7969 ,698.159 ,0.979975 ,788.882
4 ,12 : 15 ,-3.75 ,-0.397028 ,0.707016 ,0.623128 ,597.324 ,98.7348 ,696.059 ,0.979879 ,794.447
4 ,12 : 30 ,-7.5 ,-0.397028 ,0.709696 ,0.617933 ,591.219 ,98.5472 ,689.767 ,0.979588 ,795.478
4 ,12 : 45 ,-11.25 ,-0.397028 ,0.708716 ,0.609301 ,581.078 ,98.2291 ,679.307 ,0.97909 ,791.919
4 ,13 : 0 ,-15 ,-0.397028 ,0.70408 ,0.597267 ,566.952 ,97.7722 ,664.725 ,0.978365 ,783.722
4 ,13 : 15 ,-18.75 ,-0.397028 ,0.695808 ,0.581883 ,548.913 ,97.1639 ,646.077 ,0.977383 ,770.842
4 ,13 : 30 ,-22.5 ,-0.397028 ,0.683935 ,0.563216 ,527.053 ,96.3867 ,623.44 ,0.976097 ,753.246
4 ,13 : 45 ,-26.25 ,-0.397028 ,0.668512 ,0.541345 ,501.489 ,95.4167 ,596.905 ,0.974447 ,730.906
4 ,14 : 0 ,-30 ,-0.397028 ,0.649605 ,0.516363 ,472.356 ,94.2219 ,566.578 ,0.972344 ,703.806
4 ,14 : 15 ,-33.75 ,-0.397028 ,0.627295 ,0.488379 ,439.821 ,92.7591 ,532.58 ,0.969665 ,671.94
4 ,14 : 30 ,-37.5 ,-0.397028 ,0.601678 ,0.45751 ,404.074 ,90.9697 ,495.043 ,0.966232 ,635.308
