Year, Latitude, Tilt Angle, Azimuth Angle
2018 ,28.58 ,10 ,-51

n, Time, Hour Angle, Declination, cosQ, cosQz, Ib, Id, Ig, F, It
45 ,17 : 15 ,-78.75 ,-0.237711 ,0.214179 ,0.0538525 ,4.57609 ,8.83735 ,13.4134 ,0.565926 ,27.0516
45 ,17 : 30 ,-82.5 ,-0.237711 ,0.158031 ,-0.00125004 ,-inf ,inf ,nan ,nan ,nan
45 ,17 : 45 ,-86.25 ,-0.237711 ,0.100828 ,-0.0568297 ,-820.72 ,1501.94 ,681.221 ,-3.86104 ,2939.44
46 ,5 : 0 ,105 ,-0.231941 ,-0.444098 ,-0.331159 ,-603.548 ,189.543 ,-414.005 ,0.790393 ,-606.037
46 ,5 : 15 ,101.25 ,-0.231941 ,-0.38917 ,-0.276695 ,-548.696 ,206.236 ,-342.46 ,0.637332 ,-556.574
46 ,5 : 30 ,97.5 ,-0.231941 ,-0.332945 ,-0.221516 ,-499.177 ,234.36 ,-264.817 ,0.216799 ,-513.606
46 ,5 : 45 ,93.75 ,-0.231941 ,-0.275663 ,-0.165859 ,-463.458 ,290.605 ,-172.853 ,-1.82654 ,-493.679
46 ,6 : 0 ,90 ,-0.231941 ,-0.21757 ,-0.109964 ,-474.81 ,449.059 ,-25.7508 ,-303.107 ,-2106.5
46 ,6 : 15 ,86.25 ,-0.231941 ,-0.158915 ,-0.054068 ,-887.133 ,1706.41 ,819.273 ,-3.33818 ,-917.606
46 ,6 : 30 ,82.5 ,-0.231941 ,-0.099948 ,0.00158849 ,2.83434e-039 ,1.85568e-037 ,1.88402e-037 ,0.0298618 ,7.22997e-039
46 ,6 : 45 ,78.75 ,-0.231941 ,-0.0409228 ,0.0567671 ,5.5231 ,10.1186 ,15.6417 ,0.581523 ,6.1559
46 ,7 : 0 ,75 ,-0.231941 ,0.0179085 ,0.111232 ,36.8345 ,34.4396 ,71.2741 ,0.766518 ,40.6906
46 ,7 : 15 ,71.25 ,-0.231941 ,0.0762939 ,0.16475 ,82.5943 ,52.1386 ,134.733 ,0.850248 ,91.5418
46 ,7 : 30 ,67.5 ,-0.231941 ,0.133983 ,0.217091 ,133.973 ,64.1815 ,198.155 ,0.895091 ,149.385
46 ,7 : 45 ,63.75 ,-0.231941 ,0.19073 ,0.268031 ,187.306 ,72.6775 ,259.984 ,0.921854 ,210.267
46 ,8 : 0 ,60 ,-0.231941 ,0.24629 ,0.317353 ,240.807 ,78.9148 ,319.722 ,0.939078 ,272.164
46 ,8 : 15 ,56.25 ,-0.231941 ,0.300426 ,0.364846 ,293.447 ,83.6477 ,377.095 ,0.950795 ,333.827
46 ,8 : 30 ,52.5 ,-0.231941 ,0.352907 ,0.410305 ,344.552 ,87.3336 ,431.886 ,0.959109 ,394.381
46 ,8 : 45 ,48.75 ,-0.231941 ,0.403507 ,0.453536 ,393.629 ,90.2627 ,483.891 ,0.965205 ,453.157
46 ,9 : 0 ,45 ,-0.231941 ,0.45201 ,0.494354 ,440.292 ,92.6266 ,532.918 ,0.96979 ,509.624
46 ,9 : 15 ,41.25 ,-0.231941 ,0.498209 ,0.532584 ,484.223 ,94.5563 ,578.779 ,0.97331 ,563.353
46 ,9 : 30 ,37.5 ,-0.231941 ,0.541904 ,0.568063 ,525.153 ,96.1441 ,621.297 ,0.976053 ,613.994
46 ,9 : 45 ,33.75 ,-0.231941 ,0.58291 ,0.600639 ,562.847 ,97.4564 ,660.303 ,0.978216 ,661.268
46 ,10 : 0 ,30 ,-0.231941 ,0.62105 ,0.630171 ,597.1 ,98.5421 ,695.642 ,0.979934 ,704.951
46 ,10 : 15 ,26.25 ,-0.231941 ,0.656162 ,0.656534 ,627.734 ,99.4378 ,727.172 ,0.981301 ,744.867
46 ,10 : 30 ,22.5 ,-0.231941 ,0.688095 ,0.679615 ,654.593 ,100.171 ,754.764 ,0.982386 ,780.874
46 ,10 : 45 ,18.75 ,-0.231941 ,0.716711 ,0.699315 ,677.544 ,100.762 ,778.306 ,0.983239 ,812.857
46 ,11 : 0 ,15 ,-0.231941 ,0.74189 ,0.715549 ,696.474 ,101.228 ,797.702 ,0.983897 ,840.724
46 ,11 : 15 ,11.25 ,-0.231941 ,0.763522 ,0.728249 ,711.292 ,101.578 ,812.871 ,0.984384 ,864.391
46 ,11 : 30 ,7.5 ,-0.231941 ,0.781516 ,0.737359 ,721.927 ,101.823 ,823.751 ,0.984721 ,883.787
46 ,11 : 45 ,3.75 ,-0.231941 ,0.795794 ,0.742841 ,728.329 ,101.968 ,830.297 ,0.984918 ,898.844
46 ,12 : 0 ,0 ,-0.231941 ,0.806294 ,0.74467 ,730.466 ,102.016 ,832.482 ,0.984983 ,909.498
46 ,12 : 15 ,-3.75 ,-0.231941 ,0.812973 ,0.742841 ,728.329 ,101.968 ,830.297 ,0.984918 ,915.688
46 ,12 : 30 ,-7.5 ,-0.231941 ,0.815801 ,0.737359 ,721.927 ,101.823 ,823.751 ,0.984721 ,917.355
46 ,12 : 45 ,-11.25 ,-0.231941 ,0.814767 ,0.728249 ,711.292 ,101.578 ,812.871 ,0.984384 ,914.443
46 ,13 : 0 ,-15 ,-0.231941 ,0.809874 ,0.715549 ,696.474 ,101.228 ,797.702 ,0.983897 ,906.896
46 ,13 : 15 ,-18.75 ,-0.231941 ,0.801145 ,0.699315 ,677.544 ,100.762 ,778.306 ,0.983239 ,894.662
46 ,13 : 30 ,-22.5 ,-0.231941 ,0.788615 ,0.679615 ,654.593 ,100.171 ,754.764 ,0.982386 ,877.693
46 ,13 : 45 ,-26.25 ,-0.231941 ,0.772339 ,0.656534 ,627.734 ,99.4378 ,727.172 ,0.981301 ,855.947
46 ,14 : 0 ,-30 ,-0.231941 ,0.752386 ,0.630171 ,597.1 ,98.5421 ,695.642 ,0.979934 ,829.395
46 ,14 : 15 ,-33.75 ,-0.231941 ,0.728843 ,0.600639 ,562.847 ,97.4564 ,660.303 ,0.978216 ,798.018
46 ,14 : 30 ,-37.5 ,-0.231941 ,0.701809 ,0.568063 ,525.153 ,96.1441 ,621.297 ,0.976053 ,761.819
46 ,14 : 45 ,-41.25 ,-0.231941 ,0.6714 ,0.532584 ,484.223 ,94.5563 ,578.779 ,0.97331 ,720.818
46 ,15 : 0 ,-45 ,-0.231941 ,0.637747 ,0.494354 ,440.292 ,92.6266 ,532.918 ,0.96979 ,675.049
46 ,15 : 15 ,-48.75 ,-0.231941 ,0.600995 ,0.453536 ,393.629 ,90.2627 ,483.891 ,0.965205 ,624.559
46 ,15 : 30 ,-52.5 ,-0.231941 ,0.561299 ,0.410305 ,344.552 ,87.3336 ,431.886 ,0.959109 ,569.377
46 ,15 : 45 ,-56.25 ,-0.231941 ,0.51883 ,0.364846 ,293.447 ,83.6477 ,377.095 ,0.950795 ,509.49
46 ,16 : 0 ,-60 ,-0.231941 ,0.473771 ,0.317353 ,240.807 ,78.9148 ,319.722 ,0.939078 ,444.775
46 ,16 : 15 ,-63.75 ,-0.231941 ,0.426313 ,0.268031 ,187.306 ,72.6775 ,259.984 ,0.921854 ,374.898
46 ,16 : 30 ,-67.5 ,-0.231941 ,0.376661 ,0.217091 ,133.973 ,64.1815 ,198.155 ,0.895091 ,299.148
46 ,16 : 45 ,-71.25 ,-0.231941 ,0.325026 ,0.16475 ,82.5943 ,52.1386 ,134.733 ,0.850248 ,216.239
46 ,17 : 0 ,-75 ,-0.231941 ,0.27163 ,0.111232 ,36.8345 ,34.4396 ,71.2741 ,0.766518 ,124.711
46 ,17 : 15 ,-78.75 ,-0.231941 ,0.216702 ,0.0567671 ,5.5231 ,10.1186 ,15.6417 ,0.581523 ,31.2213
46 ,17 : 30 ,-82.5 ,-0.231941 ,0.160477 ,0.00158849 ,2.83434e-039 ,1.85568e-037 ,1.88402e-037 ,0.0298618 ,4.71907e-037
46 ,17 : 45 ,-86.25 ,-0.231941 ,0.103195 ,-0.054068 ,-887.133 ,1706.41 ,819.273 ,-3.33818 ,3383.03
47 ,5 : 0 ,105 ,-0.226102 ,-0.442453 ,-0.32874 ,-601.033 ,190.142 ,-410.891 ,0.785857 ,-605.187
47 ,5 : 15 ,101.25 ,-0.226102 ,-0.38745 ,-0.274201 ,-546.295 ,207.201 ,-339.095 ,0.626629 ,-556.038
47 ,5 : 30 ,97.5 ,-0.226102 ,-0.331148 ,-0.218948 ,-497.114 ,236.129 ,-260.985 ,0.181409 ,-513.824
47 ,5 : 45 ,93.75 ,-0.226102 ,-0.273788 ,-0.163215 ,-462.44 ,294.664 ,-167.775 ,-2.0846 ,-496.775
47 ,6 : 0 ,90 ,-0.226102 ,-0.215616 ,-0.107243 ,-478.483 ,464.012 ,-14.4713 ,-1027.12 ,-5885.08
47 ,6 : 15 ,86.25 ,-0.226102 ,-0.15688 ,-0.0512716 ,-970.811 ,1969.21 ,998.397 ,-2.89024 ,-1016.18
47 ,6 : 30 ,82.5 ,-0.226102 ,-0.0978335 ,0.0044607 ,7.91961e-014 ,1.84644e-012 ,1.92563e-012 ,0.0805631 ,1.09484e-013
47 ,6 : 45 ,78.75 ,-0.226102 ,-0.0387279 ,0.0597145 ,6.57334 ,11.4483 ,18.0216 ,0.596455 ,7.20934
47 ,7 : 0 ,75 ,-0.226102 ,0.0201836 ,0.114253 ,39.1342 ,35.6222 ,74.7565 ,0.772938 ,42.8879
47 ,7 : 15 ,71.25 ,-0.226102 ,0.0786485 ,0.167844 ,85.4935 ,52.9737 ,138.467 ,0.853638 ,94.2548
47 ,7 : 30 ,67.5 ,-0.226102 ,0.136416 ,0.220256 ,137.211 ,64.7878 ,201.999 ,0.89713 ,152.387
47 ,7 : 45 ,63.75 ,-0.226102 ,0.19324 ,0.271266 ,190.768 ,73.1381 ,263.907 ,0.923195 ,213.465
47 ,8 : 0 ,60 ,-0.226102 ,0.248876 ,0.320656 ,244.436 ,79.2793 ,323.716 ,0.940022 ,275.51
47 ,8 : 15 ,56.25 ,-0.226102 ,0.303086 ,0.368213 ,297.211 ,83.946 ,381.157 ,0.951494 ,337.292
47 ,8 : 30 ,52.5 ,-0.226102 ,0.355638 ,0.413734 ,348.429 ,87.5845 ,436.014 ,0.959649 ,397.945
47 ,8 : 45 ,48.75 ,-0.226102 ,0.406308 ,0.457024 ,397.605 ,90.4787 ,488.083 ,0.965636 ,456.802
47 ,9 : 0 ,45 ,-0.226102 ,0.454877 ,0.497897 ,444.355 ,92.8161 ,537.171 ,0.970145 ,513.336
47 ,9 : 15 ,41.25 ,-0.226102 ,0.501138 ,0.53618 ,488.364 ,94.7255 ,583.09 ,0.973609 ,567.119
47 ,9 : 30 ,37.5 ,-0.226102 ,0.544893 ,0.571707 ,529.364 ,96.2974 ,625.661 ,0.976311 ,617.805
47 ,9 : 45 ,33.75 ,-0.226102 ,0.585954 ,0.604327 ,567.121 ,97.5971 ,664.718 ,0.978442 ,665.115
47 ,10 : 0 ,30 ,-0.226102 ,0.624147 ,0.6339 ,601.43 ,98.6728 ,700.102 ,0.980136 ,708.828
47 ,10 : 15 ,26.25 ,-0.226102 ,0.659306 ,0.660299 ,632.112 ,99.5605 ,731.673 ,0.981484 ,748.769
47 ,10 : 30 ,22.5 ,-0.226102 ,0.691283 ,0.683411 ,659.014 ,100.287 ,759.301 ,0.982555 ,784.797
47 ,10 : 45 ,18.75 ,-0.226102 ,0.719938 ,0.703138 ,682 ,100.874 ,782.874 ,0.983398 ,816.801
47 ,11 : 0 ,15 ,-0.226102 ,0.745151 ,0.719394 ,700.959 ,101.335 ,802.294 ,0.984047 ,844.686
47 ,11 : 15 ,11.25 ,-0.226102 ,0.766813 ,0.732111 ,715.8 ,101.683 ,817.483 ,0.984528 ,868.372
47 ,11 : 30 ,7.5 ,-0.226102 ,0.784831 ,0.741233 ,726.452 ,101.926 ,828.378 ,0.98486 ,887.787
47 ,11 : 45 ,3.75 ,-0.226102 ,0.799128 ,0.746722 ,732.862 ,102.07 ,834.932 ,0.985055 ,902.862
47 ,12 : 0 ,0 ,-0.226102 ,0.809643 ,0.748555 ,735.003 ,102.117 ,837.12 ,0.985119 ,913.536
47 ,12 : 15 ,-3.75 ,-0.226102 ,0.816331 ,0.746722 ,732.862 ,102.07 ,834.932 ,0.985055 ,919.746
47 ,12 : 30 ,-7.5 ,-0.226102 ,0.819163 ,0.741233 ,726.452 ,101.926 ,828.378 ,0.98486 ,921.434
47 ,12 : 45 ,-11.25 ,-0.226102 ,0.818128 ,0.732111 ,715.8 ,101.683 ,817.483 ,0.984528 ,918.544
47 ,13 : 0 ,-15 ,-0.226102 ,0.813228 ,0.719394 ,700.959 ,101.335 ,802.294 ,0.984047 ,911.019
47 ,13 : 15 ,-18.75 ,-0.226102 ,0.804487 ,0.703138 ,682 ,100.874 ,782.874 ,0.983398 ,898.808
47 ,13 : 30 ,-22.5 ,-0.226102 ,0.79194 ,0.683411 ,659.014 ,100.287 ,759.301 ,0.982555 ,881.861
47 ,13 : 45 ,-26.25 ,-0.226102 ,0.775642 ,0.660299 ,632.112 ,99.5605 ,731.673 ,0.981484 ,860.138
47 ,14 : 0 ,-30 ,-0.226102 ,0.755662 ,0.6339 ,601.43 ,98.6728 ,700.102 ,0.980136 ,833.607
47 ,14 : 15 ,-33.75 ,-0.226102 ,0.732086 ,0.604327 ,567.121 ,97.5971 ,664.718 ,0.978442 ,802.25
47 ,14 : 30 ,-37.5 ,-0.226102 ,0.705015 ,0.571707 ,529.364 ,96.2974 ,625.661 ,0.976311 ,766.068
47 ,14 : 45 ,-41.25 ,-0.226102 ,0.674565 ,0.53618 ,488.364 ,94.7255 ,583.09 ,0.973609 ,725.081
47 ,15 : 0 ,-45 ,-0.226102 ,0.640867 ,0.497897 ,444.355 ,92.8161 ,537.171 ,0.970145 ,679.326
47 ,15 : 15 ,-48.75 ,-0.226102 ,0.604064 ,0.457024 ,397.605 ,90.4787 ,488.083 ,0.965636 ,628.848
47 ,15 : 30 ,-52.5 ,-0.226102 ,0.564314 ,0.413734 ,348.429 ,87.5845 ,436.014 ,0.959649 ,573.683
47 ,15 : 45 ,-56.25 ,-0.226102 ,0.521788 ,0.368213 ,297.211 ,83.946 ,381.157 ,0.951494 ,513.822
47 ,16 : 0 ,-60 ,-0.226102 ,0.476667 ,0.320656 ,244.436 ,79.2793 ,323.716 ,0.940022 ,449.155
47 ,16 : 15 ,-63.75 ,-0.226102 ,0.429144 ,0.271266 ,190.768 ,73.1381 ,263.907 ,0.923195 ,379.365
47 ,16 : 30 ,-67.5 ,-0.226102 ,0.379424 ,0.220256 ,137.211 ,64.7878 ,201.999 ,0.89713 ,303.771
47 ,16 : 45 ,-71.25 ,-0.226102 ,0.327719 ,0.167844 ,85.4935 ,52.9737 ,138.467 ,0.853638 ,221.122
47 ,17 : 0 ,-75 ,-0.226102 ,0.274251 ,0.114253 ,39.1342 ,35.6222 ,74.7565 ,0.772938 ,129.911
47 ,17 : 15 ,-78.75 ,-0.226102 ,0.219248 ,0.0597145 ,6.57334 ,11.4483 ,18.0216 ,0.596455 ,35.6072
47 ,17 : 30 ,-82.5 ,-0.226102 ,0.162946 ,0.0044607 ,7.91961e-014 ,1.84644e-012 ,1.92563e-012 ,0.0805631 ,4.73942e-012
47 ,17 : 45 ,-86.25 ,-0.226102 ,0.105586 ,-0.0512716 ,-970.811 ,1969.21 ,998.397 ,-2.89024 ,3953.55
48 ,5 : 0 ,105 ,-0.220196 ,-0.440773 ,-0.326282 ,-598.483 ,190.762 ,-407.721 ,0.781094 ,-604.326
48 ,5 : 15 ,101.25 ,-0.220196 ,-0.385696 ,-0.27167 ,-543.87 ,208.203 ,-335.667 ,0.61527 ,-555.514
48 ,5 : 30 ,97.5 ,-0.220196 ,-0.329318 ,-0.216342 ,-495.05 ,237.98 ,-257.069 ,0.142999 ,-514.107
48 ,5 : 45 ,93.75 ,-0.220196 ,-0.271882 ,-0.160535 ,-461.501 ,298.976 ,-162.525 ,-2.384 ,-500.283
48 ,6 : 0 ,90 ,-0.220196 ,-0.213631 ,-0.104488 ,-482.755 ,480.499 ,-2.25562 ,-45378 ,-234671
48 ,6 : 15 ,86.25 ,-0.220196 ,-0.154817 ,-0.0484412 ,-1078.33 ,2315.1 ,1236.77 ,-2.50398 ,-1144.78
48 ,6 : 30 ,82.5 ,-0.220196 ,-0.0956912 ,0.00736577 ,3.70838e-008 ,5.236e-007 ,5.60683e-007 ,0.127906 ,4.18352e-008
48 ,6 : 45 ,78.75 ,-0.220196 ,-0.0365063 ,0.0626937 ,7.72691 ,12.8179 ,20.5448 ,0.61075 ,8.3491
48 ,7 : 0 ,75 ,-0.220196 ,0.0224842 ,0.117306 ,41.5003 ,36.793 ,78.2934 ,0.779158 ,45.1338
48 ,7 : 15 ,71.25 ,-0.220196 ,0.0810275 ,0.170968 ,88.4416 ,53.7991 ,142.241 ,0.856945 ,97.0034
48 ,7 : 30 ,67.5 ,-0.220196 ,0.138873 ,0.223451 ,140.49 ,65.3876 ,205.877 ,0.899127 ,155.419
48 ,7 : 45 ,63.75 ,-0.220196 ,0.195773 ,0.274529 ,194.268 ,73.5946 ,267.863 ,0.924514 ,216.69
48 ,8 : 0 ,60 ,-0.220196 ,0.251483 ,0.323985 ,248.1 ,79.6409 ,327.741 ,0.940951 ,278.882
48 ,8 : 15 ,56.25 ,-0.220196 ,0.305766 ,0.371606 ,301.008 ,84.2421 ,385.25 ,0.952184 ,340.782
48 ,8 : 30 ,52.5 ,-0.220196 ,0.358389 ,0.417187 ,352.338 ,87.8337 ,440.171 ,0.960182 ,401.531
48 ,8 : 45 ,48.75 ,-0.220196 ,0.409126 ,0.460536 ,401.61 ,90.6933 ,492.304 ,0.966062 ,460.468
48 ,9 : 0 ,45 ,-0.220196 ,0.45776 ,0.501464 ,448.447 ,93.0046 ,541.452 ,0.970495 ,517.068
48 ,9 : 15 ,41.25 ,-0.220196 ,0.504084 ,0.539798 ,492.534 ,94.8938 ,587.427 ,0.973904 ,570.903
48 ,9 : 30 ,37.5 ,-0.220196 ,0.547897 ,0.575373 ,533.602 ,96.4499 ,630.052 ,0.976566 ,621.632
48 ,9 : 45 ,33.75 ,-0.220196 ,0.589014 ,0.608036 ,571.42 ,97.7371 ,669.157 ,0.978666 ,668.976
48 ,10 : 0 ,30 ,-0.220196 ,0.627257 ,0.637649 ,605.784 ,98.8029 ,704.587 ,0.980336 ,712.717
48 ,10 : 15 ,26.25 ,-0.220196 ,0.662464 ,0.664083 ,636.515 ,99.6826 ,736.198 ,0.981666 ,752.682
48 ,10 : 30 ,22.5 ,-0.220196 ,0.694483 ,0.687227 ,663.458 ,100.403 ,763.861 ,0.982723 ,788.731
48 ,10 : 45 ,18.75 ,-0.220196 ,0.723177 ,0.70698 ,686.48 ,100.984 ,787.464 ,0.983554 ,820.753
48 ,11 : 0 ,15 ,-0.220196 ,0.748424 ,0.723258 ,705.468 ,101.442 ,806.91 ,0.984195 ,848.657
48 ,11 : 15 ,11.25 ,-0.220196 ,0.770115 ,0.735992 ,720.331 ,101.787 ,822.118 ,0.984671 ,872.361
48 ,11 : 30 ,7.5 ,-0.220196 ,0.788157 ,0.745126 ,730.998 ,102.028 ,833.026 ,0.984999 ,891.793
48 ,11 : 45 ,3.75 ,-0.220196 ,0.802473 ,0.750623 ,737.419 ,102.171 ,839.59 ,0.985191 ,906.887
48 ,12 : 0 ,0 ,-0.220196 ,0.813003 ,0.752458 ,739.562 ,102.218 ,841.78 ,0.985255 ,917.58
48 ,12 : 15 ,-3.75 ,-0.220196 ,0.819699 ,0.750623 ,737.419 ,102.171 ,839.59 ,0.985191 ,923.81
48 ,12 : 30 ,-7.5 ,-0.220196 ,0.822535 ,0.745126 ,730.998 ,102.028 ,833.026 ,0.984999 ,925.519
48 ,12 : 45 ,-11.25 ,-0.220196 ,0.821498 ,0.735992 ,720.331 ,101.787 ,822.118 ,0.984671 ,922.651
48 ,13 : 0 ,-15 ,-0.220196 ,0.816592 ,0.723258 ,705.468 ,101.442 ,806.91 ,0.984195 ,915.148
48 ,13 : 15 ,-18.75 ,-0.220196 ,0.807839 ,0.70698 ,686.48 ,100.984 ,787.464 ,0.983554 ,902.96
48 ,13 : 30 ,-22.5 ,-0.220196 ,0.795275 ,0.687227 ,663.458 ,100.403 ,763.861 ,0.982723 ,886.037
48 ,13 : 45 ,-26.25 ,-0.220196 ,0.778955 ,0.664083 ,636.515 ,99.6826 ,736.198 ,0.981666 ,864.337
48 ,14 : 0 ,-30 ,-0.220196 ,0.758949 ,0.637649 ,605.784 ,98.8029 ,704.587 ,0.980336 ,837.828
48 ,14 : 15 ,-33.75 ,-0.220196 ,0.735341 ,0.608036 ,571.42 ,97.7371 ,669.157 ,0.978666 ,806.492
48 ,14 : 30 ,-37.5 ,-0.220196 ,0.708234 ,0.575373 ,533.602 ,96.4499 ,630.052 ,0.976566 ,770.329
48 ,14 : 45 ,-41.25 ,-0.220196 ,0.677744 ,0.539798 ,492.534 ,94.8938 ,587.427 ,0.973904 ,729.358
48 ,15 : 0 ,-45 ,-0.220196 ,0.644 ,0.501464 ,448.447 ,93.0046 ,541.452 ,0.970495 ,683.617
48 ,15 : 15 ,-48.75 ,-0.220196 ,0.607148 ,0.460536 ,401.61 ,90.6933 ,492.304 ,0.966062 ,633.153
48 ,15 : 30 ,-52.5 ,-0.220196 ,0.567344 ,0.417187 ,352.338 ,87.8337 ,440.171 ,0.960182 ,578.005
48 ,15 : 45 ,-56.25 ,-0.220196 ,0.524761 ,0.371606 ,301.008 ,84.2421 ,385.25 ,0.952184 ,518.172
48 ,16 : 0 ,-60 ,-0.220196 ,0.479579 ,0.323985 ,248.1 ,79.6409 ,327.741 ,0.940951 ,453.553
48 ,16 : 15 ,-63.75 ,-0.220196 ,0.431993 ,0.274529 ,194.268 ,73.5946 ,267.863 ,0.924514 ,383.85
48 ,16 : 30 ,-67.5 ,-0.220196 ,0.382207 ,0.223451 ,140.49 ,65.3876 ,205.877 ,0.899127 ,308.41
48 ,16 : 45 ,-71.25 ,-0.220196 ,0.330432 ,0.170968 ,88.4416 ,53.7991 ,142.241 ,0.856945 ,226.02
48 ,17 : 0 ,-75 ,-0.220196 ,0.276892 ,0.117306 ,41.5003 ,36.793 ,78.2934 ,0.779158 ,135.138
48 ,17 : 15 ,-78.75 ,-0.220196 ,0.221816 ,0.0626937 ,7.72691 ,12.8179 ,20.5448 ,0.61075 ,40.1869
48 ,17 : 30 ,-82.5 ,-0.220196 ,0.165438 ,0.00736577 ,3.70838e-008 ,5.236e-007 ,5.60683e-007 ,0.127906 ,1.35652e-006
48 ,17 : 45 ,-86.25 ,-0.220196 ,0.108001 ,-0.0484412 ,-1078.33 ,2315.1 ,1236.77 ,-2.50398 ,4705.72
49 ,5 : 0 ,105 ,-0.214225 ,-0.439058 ,-0.323785 ,-595.899 ,191.403 ,-404.496 ,0.776092 ,-603.457
49 ,5 : 15 ,101.25 ,-0.214225 ,-0.383909 ,-0.269101 ,-541.422 ,209.244 ,-332.178 ,0.603204 ,-555.001
49 ,5 : 30 ,97.5 ,-0.214225 ,-0.327457 ,-0.2137 ,-492.988 ,239.919 ,-253.069 ,0.101223 ,-514.463
49 ,5 : 45 ,93.75 ,-0.214225 ,-0.269944 ,-0.15782 ,-460.652 ,303.561 ,-157.091 ,-2.7341 ,-504.272
49 ,6 : 0 ,90 ,-0.214225 ,-0.211618 ,-0.101699 ,-487.712 ,498.748 ,11.0358 ,-2041.46 ,-10883.8
49 ,6 : 15 ,86.25 ,-0.214225 ,-0.152726 ,-0.0455779 ,-1219.75 ,2783.23 ,1563.48 ,-2.16893 ,-1316.5
49 ,6 : 30 ,82.5 ,-0.214225 ,-0.0935219 ,0.0103027 ,1.2636e-005 ,0.000127553 ,0.000140189 ,0.172146 ,1.28535e-005
49 ,6 : 45 ,78.75 ,-0.214225 ,-0.0342589 ,0.0657036 ,8.98324 ,14.2193 ,23.2025 ,0.624435 ,9.57335
49 ,7 : 0 ,75 ,-0.214225 ,0.0248094 ,0.120388 ,43.9312 ,37.9511 ,81.8822 ,0.785183 ,47.4269
49 ,7 : 15 ,71.25 ,-0.214225 ,0.0834299 ,0.174121 ,91.4372 ,54.6142 ,146.051 ,0.86017 ,99.7863
49 ,7 : 30 ,67.5 ,-0.214225 ,0.141351 ,0.226673 ,143.808 ,65.981 ,209.789 ,0.901083 ,158.481
49 ,7 : 45 ,63.75 ,-0.214225 ,0.198326 ,0.277819 ,197.803 ,74.0466 ,271.85 ,0.925809 ,219.943
49 ,8 : 0 ,60 ,-0.214225 ,0.254111 ,0.327339 ,251.798 ,79.9994 ,331.797 ,0.941866 ,282.279
49 ,8 : 15 ,56.25 ,-0.214225 ,0.308465 ,0.375023 ,304.835 ,84.5359 ,389.371 ,0.952864 ,344.295
49 ,8 : 30 ,52.5 ,-0.214225 ,0.361157 ,0.420665 ,356.276 ,88.0812 ,444.357 ,0.960708 ,405.139
49 ,8 : 45 ,48.75 ,-0.214225 ,0.411961 ,0.46407 ,405.644 ,90.9065 ,496.551 ,0.966483 ,464.153
49 ,9 : 0 ,45 ,-0.214225 ,0.460659 ,0.505053 ,452.566 ,93.1919 ,545.758 ,0.970842 ,520.816
49 ,9 : 15 ,41.25 ,-0.214225 ,0.507044 ,0.543437 ,496.728 ,95.0611 ,591.789 ,0.974197 ,574.702
49 ,9 : 30 ,37.5 ,-0.214225 ,0.550915 ,0.579059 ,537.865 ,96.6015 ,634.466 ,0.976818 ,625.471
49 ,9 : 45 ,33.75 ,-0.214225 ,0.592086 ,0.611765 ,575.744 ,97.8763 ,673.62 ,0.978888 ,672.849
49 ,10 : 0 ,30 ,-0.214225 ,0.63038 ,0.641417 ,610.161 ,98.9322 ,709.094 ,0.980534 ,716.617
49 ,10 : 15 ,26.25 ,-0.214225 ,0.665633 ,0.667886 ,640.94 ,99.8041 ,740.744 ,0.981847 ,756.603
49 ,10 : 30 ,22.5 ,-0.214225 ,0.697694 ,0.69106 ,667.924 ,100.518 ,768.442 ,0.982889 ,792.671
49 ,10 : 45 ,18.75 ,-0.214225 ,0.726427 ,0.710839 ,690.98 ,101.095 ,792.075 ,0.98371 ,824.712
49 ,11 : 0 ,15 ,-0.214225 ,0.751706 ,0.727139 ,709.997 ,101.548 ,811.545 ,0.984343 ,852.632
49 ,11 : 15 ,11.25 ,-0.214225 ,0.773426 ,0.739889 ,724.882 ,101.891 ,826.773 ,0.984812 ,876.353
49 ,11 : 30 ,7.5 ,-0.214225 ,0.791492 ,0.749036 ,735.565 ,102.13 ,837.695 ,0.985136 ,895.803
49 ,11 : 45 ,3.75 ,-0.214225 ,0.805827 ,0.75454 ,741.995 ,102.271 ,844.266 ,0.985326 ,910.916
49 ,12 : 0 ,0 ,-0.214225 ,0.81637 ,0.756377 ,744.142 ,102.318 ,846.46 ,0.985389 ,921.628
49 ,12 : 15 ,-3.75 ,-0.214225 ,0.823076 ,0.75454 ,741.995 ,102.271 ,844.266 ,0.985326 ,927.878
49 ,12 : 30 ,-7.5 ,-0.214225 ,0.825916 ,0.749036 ,735.565 ,102.13 ,837.695 ,0.985136 ,929.608
49 ,12 : 45 ,-11.25 ,-0.214225 ,0.824877 ,0.739889 ,724.882 ,101.891 ,826.773 ,0.984812 ,926.761
49 ,13 : 0 ,-15 ,-0.214225 ,0.819965 ,0.727139 ,709.997 ,101.548 ,811.545 ,0.984343 ,919.281
49 ,13 : 15 ,-18.75 ,-0.214225 ,0.8112 ,0.710839 ,690.98 ,101.095 ,792.075 ,0.98371 ,907.116
49 ,13 : 30 ,-22.5 ,-0.214225 ,0.79862 ,0.69106 ,667.924 ,100.518 ,768.442 ,0.982889 ,890.218
49 ,13 : 45 ,-26.25 ,-0.214225 ,0.782278 ,0.667886 ,640.94 ,99.8041 ,740.744 ,0.981847 ,868.542
